Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRC25,OUT035,1307.9822998
FDU59,OUT035,2493.44873047
FDU28,OUT035,3318.09790039
NCP30,OUT046,647.893920898
FDB39,OUT018,654.760681152
FDE41,OUT013,1363.1854248
DRH11,OUT010,184.134033203
FDA58,OUT045,3768.95043945
FDU50,OUT046,1781.36352539
FDM34,OUT013,2092.66503906
FDM44,OUT027,2741.14013672
FDR39,OUT045,2790.29956055
FDM25,OUT045,2824.13647461
FDQ49,OUT049,2409.78515625
DRH25,OUT018,663.133178711
FDM09,OUT027,4634.65380859
FDL44,OUT019,386.706878662
NCR42,OUT018,429.243774414
DRL59,OUT046,859.300964355
FDX43,OUT013,2565.29956055
DRK47,OUT010,558.456604004
FDU48,OUT018,1781.4588623
FDY12,OUT045,768.757141113
NCN43,OUT018,1816.54260254
NCM55,OUT018,2826.70288086
FDQ21,OUT027,2770.61889648
FDX13,OUT035,4164.08935547
NCK30,OUT027,6040.52587891
FDG20,OUT049,2888.57519531
DRG27,OUT017,702.18951416
FDY14,OUT018,3847.01635742
FDP59,OUT035,1538.59228516
FDU60,OUT017,2887.86743164
NCC18,OUT019,379.176544189
DRJ39,OUT017,3590.71264648
FDS07,OUT049,1922.1472168
FDM08,OUT027,5829.51904297
FDP51,OUT045,1969.45227051
FDU16,OUT035,1372.72839355
FDH12,OUT013,1670.69641113
DRE48,OUT010,526.913146973
NCL42,OUT027,6009.03857422
FDR21,OUT045,2795.32104492
NCW29,OUT035,2200.38769531
FDO11,OUT013,4117.69189453
NCM31,OUT049,2085.51049805
FDV35,OUT019,327.542572021
FDF58,OUT017,1023.02954102
NCE43,OUT049,2761.42285156
FDA02,OUT035,2565.48022461
DRL37,OUT010,66.4620666504
FDR24,OUT018,1195.63769531
FDW59,OUT049,1349.96374512
FDS22,OUT049,759.163330078
FDW24,OUT017,839.859802246
FDU24,OUT035,1573.33752441
FDA21,OUT027,5305.30664062
FDH58,OUT027,3105.01196289
FDW36,OUT018,1421.96057129
FDI45,OUT027,4802.63720703
FDU01,OUT018,2912.90161133
FDF35,OUT027,2700.45556641
FDU43,OUT019,554.987548828
FDE24,OUT019,335.530975342
FDK50,OUT049,2680.83984375
FDG31,OUT045,1049.27709961
FDC60,OUT045,1427.55578613
FDL36,OUT013,1421.93261719
FDP21,OUT013,3182.55761719
FDW16,OUT045,1393.27893066
FDX02,OUT017,3860.09863281
FDQ58,OUT027,3794.95629883
FDT51,OUT046,1652.41894531
FDD59,OUT049,1325.49230957
NCM42,OUT018,1445.3704834
FDA57,OUT018,481.085144043
FDZ48,OUT035,1951.35791016
FDE46,OUT045,2423.15991211
NCZ30,OUT019,334.61895752
FDB56,OUT017,3202.72558594
FDA25,OUT027,2681.09179688
FDD20,OUT013,2105.63696289
FDL25,OUT013,1512.64978027
NCO18,OUT049,2924.34472656
FDJ45,OUT017,774.355895996
FDR12,OUT035,2824.0859375
NCF19,OUT010,133.618667603
FDK25,OUT046,2717.38769531
NCR17,OUT046,1915.19189453
FDC52,OUT046,2463.93481445
NCA54,OUT017,3069.82714844
FDR45,OUT010,646.143127441
NCM19,OUT049,1937.16430664
FDF39,OUT027,5658.08984375
FDX23,OUT049,1555.99743652
FDD58,OUT027,2706.0090332
FDX28,OUT013,1655.33093262
NCD31,OUT013,2701.19140625
FDU57,OUT018,2189.0534668
FDI27,OUT046,772.746643066
NCM42,OUT046,1674.5300293
FDD32,OUT027,2264.17724609
FDI34,OUT013,3867.60449219
NCM29,OUT049,2135.63720703
FDG46,OUT018,1617.07006836
DRC01,OUT010,134.895004272
FDB15,OUT027,6126.25976562
NCA17,OUT027,3901.68432617
FDF10,OUT046,2507.79321289
FDR26,OUT027,4735.63623047
FDI02,OUT049,1878.10571289
NCM54,OUT010,356.521850586
FDF14,OUT013,2506.89868164
FDJ33,OUT010,333.106140137
FDM20,OUT035,4079.19335938
FDC03,OUT027,5334.40185547
NCX05,OUT046,1943.72924805
NCM41,OUT027,2568.46069336
NCU29,OUT010,346.046722412
FDQ59,OUT017,1382.05053711
FDH46,OUT010,283.059936523
FDH09,OUT013,818.716430664
NCD06,OUT045,747.679077148
FDC15,OUT035,2459.86523438
DRD37,OUT027,1170.47631836
FDT28,OUT027,3795.47509766
FDR28,OUT027,4148.52197266
FDT38,OUT017,1394.76391602
FDV34,OUT027,1990.66931152
FDY52,OUT035,1061.29467773
FDB34,OUT013,1373.26013184
DRL23,OUT018,1448.19995117
DRB24,OUT046,2512.44433594
FDJ50,OUT046,895.90826416
FDQ49,OUT035,2475.1394043
FDP20,OUT035,2100.05078125
FDV19,OUT027,4234.14746094
NCR54,OUT045,3082.97827148
FDO09,OUT010,823.194335938
FDS57,OUT018,1890.88818359
FDN10,OUT049,1874.74072266
FDV23,OUT049,2063.38989258
FDY28,OUT049,3483.68603516
DRG51,OUT013,2693.26904297
FDD45,OUT019,261.213806152
NCL18,OUT027,5183.67529297
NCM29,OUT013,2122.71777344
FDF17,OUT027,5056.74609375
FDE22,OUT017,2710.47192383
FDQ22,OUT017,688.710693359
FDS01,OUT013,2997.11816406
FDW35,OUT027,1093.80041504
FDJ33,OUT046,2027.83886719
NCF54,OUT035,2939.59643555
FDE09,OUT013,1683.74353027
NCE06,OUT045,2439.30249023
DRH49,OUT049,1247.69812012
FDY43,OUT045,2712.16796875
NCT05,OUT017,4216.03076172
FDZ34,OUT045,3072.94873047
FDL38,OUT017,1454.1138916
FDZ31,OUT017,3206.03515625
FDR14,OUT035,827.373291016
NCN54,OUT049,1263.47167969
NCC42,OUT027,3511.7331543
FDK08,OUT017,1652.99694824
FDP59,OUT013,1460.31848145
FDV22,OUT035,2747.76611328
FDD33,OUT035,3926.27880859
DRE60,OUT027,6132.87402344
FDK52,OUT046,3725.53540039
FDA02,OUT017,2565.48022461
FDM56,OUT049,1671.40979004
FDE57,OUT035,2219.44873047
FDM32,OUT045,1192.64111328
NCQ30,OUT027,3250.7199707
FDQ27,OUT027,2646.58520508
FDT60,OUT027,3282.85791016
FDU43,OUT049,3833.10620117
NCO55,OUT035,1687.45629883
FDG02,OUT045,3063.37182617
FDJ28,OUT013,3237.59643555
FDP40,OUT045,1805.00402832
FDJ38,OUT045,3106.91796875
NCC54,OUT017,3941.1550293
NCZ41,OUT046,2048.70336914
FDK38,OUT019,379.85333252
FDU52,OUT013,2479.04003906
FDC40,OUT046,1207.35217285
NCR30,OUT017,1190.79760742
NCN18,OUT017,1872.50695801
FDB50,OUT035,1403.60498047
FDG04,OUT013,3191.85546875
FDR26,OUT035,2832.13598633
NCT17,OUT018,2950.22875977
FDX35,OUT027,5381.37792969
FDS12,OUT046,2103.55395508
NCZ29,OUT027,3312.24829102
FDB38,OUT010,357.125732422
FDP12,OUT013,650.338439941
FDP22,OUT046,842.05078125
FDS26,OUT018,3740.66259766
FDR52,OUT046,3183.07641602
DRJ13,OUT046,2664.84887695
FDU48,OUT027,3304.96044922
FDE29,OUT035,990.592468262
NCT29,OUT049,2071.81762695
DRK37,OUT018,2945.13183594
FDK55,OUT046,1318.69372559
FDR07,OUT046,1445.88061523
FDO21,OUT027,5688.99414062
FDK46,OUT049,4489.13427734
FDB12,OUT045,1617.64941406
FDT31,OUT027,5202.70214844
FDJ33,OUT045,1991.50341797
FDC26,OUT027,2874.63525391
NCQ02,OUT045,3094.62207031
FDP08,OUT010,416.564605713
FDB11,OUT027,5765.19628906
FDV55,OUT013,2470.50366211
FDW20,OUT049,1970.60534668
NCJ18,OUT019,331.10647583
FDC41,OUT018,971.596740723
FDE14,OUT027,2687.45507812
FDG35,OUT013,2517.75244141
FDF45,OUT035,948.01184082
FDS19,OUT027,2334.4152832
FDS58,OUT019,420.414550781
FDA26,OUT017,3615.05566406
FDM32,OUT049,1347.38671875
FDL45,OUT046,2145.10522461
FDZ55,OUT049,2602.50488281
FDY37,OUT049,2197.796875
FDO46,OUT046,3123.5871582
FDQ60,OUT046,1975.26123047
FDA19,OUT018,1776.21594238
FDL15,OUT046,2479.51367188
FDM10,OUT018,2948.43920898
NCL05,OUT017,737.529846191
DRK49,OUT010,53.7360343933
NCE18,OUT027,6096.26660156
FDG40,OUT049,653.00378418
DRI59,OUT045,3694.29321289
FDK28,OUT035,4015.56518555
NCD06,OUT019,162.14730835
FDO11,OUT019,716.375732422
FDK27,OUT046,1914.72619629
FDT43,OUT027,1426.4630127
FDD38,OUT018,1473.58337402
FDA16,OUT049,3566.56787109
FDL14,OUT027,3801.41137695
NCM17,OUT049,709.702026367
FDD20,OUT045,2058.90527344
FDA40,OUT045,1348.89709473
FDL43,OUT045,1316.69592285
FDV15,OUT045,1655.96594238
FDE52,OUT046,1452.25720215
NCL17,OUT010,328.808929443
NCJ31,OUT045,3607.01660156
FDR60,OUT045,1308.60913086
NCA18,OUT035,1942.13500977
FDS21,OUT027,1772.68347168
FDW09,OUT035,1418.95214844
FDL26,OUT035,2595.51611328
FDS47,OUT018,1235.72412109
FDC39,OUT046,3499.75317383
FDT51,OUT035,1704.10668945
FDK40,OUT035,4086.84667969
NCG19,OUT045,3656.81152344
FDZ07,OUT046,970.129211426
FDF08,OUT027,2555.64501953
FDO04,OUT013,882.564147949
FDK41,OUT018,1140.78100586
FDP15,OUT049,4168.89550781
NCD43,OUT018,1454.58398438
NCP18,OUT013,2518.8503418
FDZ51,OUT046,1497.90063477
DRH13,OUT035,1735.43127441
FDF38,OUT045,530.620483398
NCI43,OUT045,750.422607422
FDM38,OUT027,1665.98706055
FDS03,OUT013,1081.30407715
DRJ47,OUT017,2905.5144043
FDT50,OUT010,266.416503906
FDV02,OUT046,2890.85644531
NCG18,OUT017,1784.70141602
FDW52,OUT046,2698.81811523
FDS40,OUT035,690.86328125
FDN31,OUT017,3187.53564453
FDA37,OUT045,2000.6394043
FDA15,OUT046,4145.95996094
FDL39,OUT046,2989.89990234
FDJ53,OUT045,2031.07714844
FDX22,OUT013,3636.02758789
NCZ42,OUT045,3843.29272461
FDD56,OUT027,4768.39160156
FDD40,OUT017,3189.97192383
FDS50,OUT013,3547.33105469
NCN14,OUT013,3091.65454102
FDT15,OUT013,3146.08789062
NCS18,OUT027,2754.88354492
NCO26,OUT010,323.576293945
FDF58,OUT018,766.139038086
NCB19,OUT013,1360.32067871
FDH26,OUT017,2205.70263672
DRB24,OUT027,3804.09228516
FDA49,OUT018,1151.53344727
FDB32,OUT045,1346.84985352
FDI36,OUT017,3364.13745117
NCA17,OUT010,346.576171875
FDH22,OUT013,2007.53771973
NCM26,OUT018,2176.49438477
FDT15,OUT027,5220.91210938
FDB16,OUT018,1123.23876953
NCP54,OUT027,3313.96240234
FDJ36,OUT013,1655.34802246
FDO28,OUT045,1824.00537109
FDU09,OUT013,895.246520996
FDF29,OUT017,2185.72875977
FDY08,OUT013,2139.52148438
DRJ59,OUT018,320.692169189
FDT23,OUT027,2173.62548828
FDU15,OUT018,421.063995361
FDT47,OUT013,1611.83703613
FDI53,OUT019,512.69744873
FDR59,OUT018,3700.33862305
FDD53,OUT035,712.858337402
FDY51,OUT017,3590.94458008
FDT04,OUT049,686.955627441
FDU51,OUT049,2766.81542969
FDG14,OUT035,2533.59228516
NCU06,OUT045,3686.38696289
DRG25,OUT046,3243.17333984
DRH49,OUT035,1364.14489746
FDN15,OUT035,2221.70703125
FDL43,OUT018,995.211242676
NCT18,OUT049,3178.37353516
NCB31,OUT013,4080.53881836
FDK57,OUT035,1922.21374512
FDY04,OUT019,440.133087158
NCP54,OUT046,2090.00268555
FDF41,OUT013,3874.12890625
FDM01,OUT045,1665.42480469
FDW03,OUT045,1677.16064453
FDF28,OUT045,2056.53198242
FDY37,OUT017,2236.56494141
FDQ03,OUT017,3955.1394043
FDP51,OUT027,3194.53833008
FDJ40,OUT017,1831.45898438
FDC32,OUT049,1490.55310059
DRI49,OUT027,2149.23486328
NCW54,OUT017,924.337158203
FDF09,OUT017,683.619934082
FDP45,OUT018,3706.453125
DRJ23,OUT018,2895.67407227
FDS59,OUT017,1840.46899414
FDY08,OUT046,2111.75463867
FDX16,OUT049,2483.4230957
FDY16,OUT018,2832.48632812
FDK32,OUT035,2683.22363281
FDQ22,OUT013,675.219421387
NCC31,OUT018,2179.77075195
FDG58,OUT049,2518.99047852
DRF48,OUT013,2991.00073242
DRH36,OUT049,1165.65991211
NCR30,OUT035,1190.79760742
FDB03,OUT019,550.582946777
FDZ28,OUT027,3303.19897461
FDR35,OUT017,3261.71728516
DRD15,OUT027,6189.48828125
FDJ33,OUT019,333.106140137
FDA56,OUT010,476.382873535
FDP56,OUT046,777.804321289
NCT30,OUT046,790.530334473
FDK15,OUT017,1721.26733398
FDH44,OUT018,2257.46459961
FDV01,OUT013,2438.70776367
DRG03,OUT017,2547.59228516
FDG50,OUT027,2474.16162109
FDR16,OUT010,824.53125
FDZ60,OUT046,1617.08361816
DRG03,OUT045,2459.56933594
FDS56,OUT018,3758.10327148
FDU33,OUT045,747.923522949
DRD27,OUT035,1720.39733887
FDW22,OUT046,3841.2746582
DRA24,OUT045,2559.44042969
FDF38,OUT049,579.875427246
FDX48,OUT013,2504.47290039
FDS58,OUT018,2286.56591797
FDC32,OUT046,1477.63366699
NCQ29,OUT045,4109.93554688
DRK39,OUT018,1090.41601562
NCS38,OUT017,1919.41320801
DRO47,OUT013,1843.54101562
DRG27,OUT027,1072.81188965
FDC57,OUT027,5305.60839844
FDS55,OUT046,2479.04003906
NCJ06,OUT018,1725.38903809
FDO01,OUT019,157.711227417
NCM55,OUT045,3097.73583984
FDC52,OUT049,2476.85424805
FDQ15,OUT045,1033.40844727
NCT30,OUT027,1343.3984375
NCR42,OUT027,1034.03491211
FDD28,OUT035,960.593933105
FDQ34,OUT049,1643.20605469
FDZ12,OUT027,3365.76831055
DRE13,OUT019,258.513885498
NCN07,OUT019,329.841949463
FDM28,OUT035,3047.73266602
FDI10,OUT017,2888.76391602
FDQ25,OUT013,2760.44677734
FDA38,OUT010,316.38168335
DRI13,OUT049,3586.30493164
FDY20,OUT027,2555.64501953
NCZ53,OUT035,3240.51635742
NCM31,OUT013,2414.97436523
DRB01,OUT017,3184.39038086
DRF37,OUT046,4217.57958984
NCF42,OUT049,2885.71044922
FDF16,OUT018,2139.11523438
FDB41,OUT013,758.217102051
FDR34,OUT013,3968.08862305
FDR15,OUT018,2180.33569336
NCV42,OUT019,273.001983643
FDW51,OUT035,3552.06152344
FDU36,OUT017,1589.52661133
FDX60,OUT049,1288.81652832
FDY03,OUT035,1947.06555176
FDW55,OUT045,3840.87329102
FDT01,OUT010,529.200134277
FDG58,OUT013,2506.07104492
FDK21,OUT017,4156.17626953
NCS41,OUT019,523.841918945
FDS10,OUT045,2976.32495117
NCT53,OUT046,2617.37890625
FDJ28,OUT018,2884.08764648
FDX44,OUT045,1277.98681641
FDT20,OUT018,494.596099854
FDO44,OUT017,1687.45629883
NCX17,OUT049,4164.71142578
FDY01,OUT017,1811.42687988
FDJ12,OUT027,5654.53466797
DRK35,OUT018,443.893676758
FDD47,OUT019,427.903930664
NCM53,OUT035,1701.36450195
FDO45,OUT013,1386.66064453
NCM42,OUT010,307.578430176
FDE04,OUT046,2979.44824219
NCI30,OUT027,6058.00195312
FDZ19,OUT013,2852.30102539
FDW57,OUT013,2999.25390625
FDA25,OUT013,1768.20251465
FDT22,OUT046,935.281921387
FDP51,OUT013,1909.17590332
FDD48,OUT027,3068.31054688
FDY39,OUT035,3405.41235352
FDO48,OUT010,609.077453613
FDD23,OUT027,5242.12353516
DRN35,OUT027,1048.68457031
FDT01,OUT035,3504.2109375
FDC20,OUT010,213.195266724
DRJ35,OUT035,1000.5881958
FDB32,OUT046,1540.53613281
FDL24,OUT046,2947.33813477
NCV42,OUT035,1910.7598877
FDZ46,OUT046,1649.86291504
FDC15,OUT013,2404.31323242
FDD08,OUT019,22.1949882507
FDY50,OUT049,1316.37084961
FDD36,OUT013,1963.51403809
FDG57,OUT027,1429.13427734
FDL21,OUT018,488.732849121
FDN16,OUT027,2651.39746094
FDJ09,OUT027,1189.9041748
FDS01,OUT010,396.033630371
FDV33,OUT017,4050.89404297
DRE12,OUT017,1862.40405273
FDR07,OUT013,1445.88061523
FDP48,OUT010,513.617004395
NCB55,OUT035,917.821411133
FDQ08,OUT013,967.457885742
FDR34,OUT035,4083.81738281
FDO33,OUT046,1887.49536133
FDP13,OUT045,653.821777344
FDX12,OUT049,3937.99414062
NCT06,OUT049,2798.53442383
FDR16,OUT019,973.719299316
FDE36,OUT046,2817.43432617
FDZ36,OUT049,3118.84057617
FDV13,OUT045,1344.77160645
NCZ17,OUT035,680.30291748
FDU56,OUT045,3106.74584961
FDM09,OUT035,2869.1875
FDV02,OUT017,2942.54394531
FDS34,OUT018,1606.87133789
FDA11,OUT049,1554.42626953
FDP09,OUT017,3648.07495117
FDB29,OUT027,3031.76391602
FDT19,OUT017,3017.97363281
DRH15,OUT017,702.18951416
FDY38,OUT046,3862.21826172
FDF14,OUT027,3798.54663086
FDN48,OUT010,255.666137695
FDQ12,OUT013,3945.85864258
NCJ43,OUT045,2835.16430664
FDE17,OUT019,349.440917969
FDB05,OUT035,4043.12207031
FDH10,OUT045,2472.6340332
NCR06,OUT017,733.309448242
FDU32,OUT018,1778.42053223
FDD56,OUT049,2900.63354492
FDO36,OUT018,2607.96118164
FDH16,OUT010,295.484375
FDX10,OUT018,464.525360107
FDZ37,OUT017,1421.98986816
FDU31,OUT010,611.165039062
DRC49,OUT049,2149.57617188
FDL15,OUT045,2469.7644043
FDN32,OUT019,575.110229492
DRH59,OUT027,2013.69958496
NCU29,OUT049,2525.36376953
FDR37,OUT019,762.81628418
FDS14,OUT018,2142.90112305
FDU02,OUT027,6151.65429688
FDJ08,OUT035,3164.81396484
NCZ06,OUT045,3769.7668457
FDO31,OUT049,1293.76098633
FDH31,OUT018,1459.8782959
FDS58,OUT017,2707.72729492
NCA53,OUT027,1304.05480957
FDF50,OUT046,2716.47949219
NCW42,OUT049,3663.44897461
NCQ17,OUT045,2476.00683594
FDK51,OUT018,3757.26977539
NCW41,OUT010,414.351348877
NCR29,OUT017,934.332824707
FDB08,OUT019,331.515838623
FDA40,OUT027,2401.2734375
FDL14,OUT018,2293.40209961
FDB47,OUT046,3513.92895508
FDO03,OUT035,4046.88549805
DRK13,OUT019,359.668792725
FDX13,OUT010,530.619750977
FDF52,OUT046,3155.42456055
FDT11,OUT013,3113.42236328
FDB08,OUT013,2575.42773438
FDQ28,OUT018,2298.86254883
FDD29,OUT045,4091.20947266
NCQ29,OUT027,6216.94970703
NCO02,OUT013,1061.7277832
FDR56,OUT010,508.641296387
NCM54,OUT049,2071.81762695
FDP51,OUT035,1981.5670166
FDT38,OUT013,1316.4901123
FDZ20,OUT018,3943.92626953
FDJ53,OUT013,2011.43786621
FDX13,OUT049,4087.36132812
FDP58,OUT035,3537.44506836
NCK31,OUT019,112.046897888
FDA35,OUT018,1772.66833496
FDV37,OUT018,2794.74975586
NCO07,OUT027,5496.37988281
FDA20,OUT045,3072.94873047
FDZ59,OUT035,2759.4831543
NCY17,OUT017,706.345581055
FDQ28,OUT035,2558.37939453
FDV35,OUT017,2473.32958984
FDQ36,OUT013,669.805114746
FDD34,OUT018,2294.85620117
FDK51,OUT045,4591.51806641
FDV31,OUT035,2895.03515625
FDR04,OUT035,1588.61376953
FDR14,OUT049,817.473388672
DRC36,OUT010,492.183685303
FDE39,OUT019,331.455047607
FDP57,OUT049,1690.57653809
FDE57,OUT046,2167.76123047
NCN18,OUT046,1759.53637695
NCQ05,OUT018,2160.19433594
FDW47,OUT035,2063.62084961
FDV46,OUT035,2234.13647461
NCP29,OUT045,1015.47131348
FDE09,OUT018,1541.63623047
NCU06,OUT027,6166.21533203
FDT19,OUT010,466.428039551
DRF15,OUT017,2537.29882812
DRI51,OUT013,2768.3371582
NCX54,OUT013,1668.00891113
DRE01,OUT013,3867.40722656
NCB07,OUT045,2969.73925781
FDU50,OUT035,1825.79992676
FDG40,OUT035,685.625427246
FDW10,OUT018,2318.02490234
FDX51,OUT013,3212.73583984
NCP17,OUT045,1024.38220215
FDP21,OUT035,3234.24511719
FDL04,OUT045,1607.33422852
FDV23,OUT013,2014.53381348
FDF24,OUT046,1273.04309082
FDH56,OUT027,3093.22094727
FDB51,OUT049,964.860961914
FDI58,OUT027,2557.88183594
FDR20,OUT013,757.491149902
FDC51,OUT018,1729.91088867
FDB16,OUT027,2397.00244141
FDE40,OUT049,969.11920166
NCM17,OUT035,742.323669434
FDU56,OUT035,3283.16723633
FDS32,OUT019,378.282470703
FDX02,OUT049,3783.37109375
FDT39,OUT027,3516.92797852
FDE35,OUT017,937.197631836
NCI42,OUT019,616.83770752
DRL23,OUT046,1650.7734375
FDA10,OUT046,1999.82019043
FDA11,OUT013,1495.50842285
NCM06,OUT046,2479.04003906
NCT05,OUT035,4135.27050781
NCQ02,OUT010,510.331848145
NCY06,OUT049,2146.59643555
FDY56,OUT035,3862.96337891
FDL02,OUT035,1705.19482422
NCI06,OUT035,2979.34399414
FDQ14,OUT045,2434.78222656
FDQ12,OUT017,4035.50561523
FDP36,OUT046,838.395080566
FDK21,OUT027,6118.26074219
FDO40,OUT045,2485.76074219
NCK54,OUT019,377.518890381
FDY09,OUT018,2604.80883789
NCW30,OUT049,4148.75634766
NCC55,OUT027,1055.47912598
FDE58,OUT018,1649.24047852
FDR39,OUT013,3040.38647461
FDU28,OUT049,3056.1706543
FDH08,OUT017,4034.06054688
FDG35,OUT045,2267.66552734
FDG22,OUT049,692.292724609
FDC34,OUT035,2599.82592773
FDP15,OUT018,3748.31298828
FDK34,OUT010,656.920898438
FDU45,OUT035,2011.39904785
FDQ04,OUT027,1077.06628418
FDX22,OUT018,3243.54296875
FDB45,OUT017,1532.71105957
NCH43,OUT027,5497.47167969
DRE60,OUT046,3722.3527832
FDD17,OUT027,6131.98974609
NCM54,OUT017,2146.52148438
NCH55,OUT013,2125.93847656
NCT06,OUT017,2747.64086914
FDA48,OUT027,5735.87744141
FDY58,OUT027,6486.11132812
FDO25,OUT045,3431.64697266
FDN50,OUT045,1519.80578613
FDH35,OUT035,2680.69360352
FDK09,OUT045,3802.05151367
FDO16,OUT013,1338.80615234
FDW11,OUT045,1044.46008301
FDU47,OUT027,3557.98852539
NCQ42,OUT010,317.128509521
FDK55,OUT027,2425.41772461
FDN08,OUT049,1906.23144531
FDT57,OUT045,3928.81860352
FDJ12,OUT018,3176.24707031
DRL59,OUT017,868.896118164
NCN53,OUT046,697.917541504
FDO51,OUT010,69.8355255127
FDK56,OUT017,3184.39038086
FDY12,OUT035,899.862609863
FDU15,OUT035,677.954284668
FDQ19,OUT046,3951.72973633
DRF15,OUT045,2449.27587891
DRE25,OUT019,255.666137695
FDK57,OUT018,1625.44165039
FDD33,OUT010,564.210449219
FDR34,OUT027,6286.47167969
FDU04,OUT045,2017.0213623
FDE35,OUT019,165.583297729
NCD31,OUT035,2752.87890625
FDJ56,OUT035,1647.76196289
NCU53,OUT046,2571.38037109
FDD39,OUT035,3605.64770508
NCU17,OUT019,333.670928955
FDJ20,OUT046,2009.62463379
NCW41,OUT018,2313.82519531
FDL52,OUT035,722.972290039
FDS39,OUT035,2221.74853516
DRJ47,OUT045,2719.54223633
FDP13,OUT010,68.867401123
DRK39,OUT010,221.436706543
FDF28,OUT010,359.38659668
FDB09,OUT045,2058.49853516
FDM51,OUT046,1349.14196777
DRM49,OUT018,608.948791504
DRF23,OUT013,2830.14501953
DRH01,OUT035,2913.81518555
FDH12,OUT027,2660.73925781
FDA28,OUT019,367.029663086
FDW37,OUT018,1256.60498047
FDF02,OUT046,1682.17773438
DRL37,OUT046,667.317260742
NCF43,OUT046,2136.65673828
FDH08,OUT010,635.708740234
FDR34,OUT019,669.692138672
NCK19,OUT049,3168.34399414
NCD55,OUT018,450.249145508
FDT27,OUT049,3860.09301758
FDQ57,OUT045,2461.42724609
FDA47,OUT035,2716.89208984
DRG15,OUT027,1745.61083984
FDE05,OUT018,2160.75927734
FDN46,OUT046,1652.72766113
FDX27,OUT027,2682.36328125
FDT51,OUT045,1616.08349609
FDU33,OUT013,681.021240234
FDJ16,OUT027,1709.74023438
FDD20,OUT019,395.269439697
FDT36,OUT049,654.905883789
DRF15,OUT027,3750.6730957
FDN52,OUT010,264.078552246
FDC22,OUT027,5325.26611328
FDX15,OUT045,2599.29296875
FDT13,OUT013,3237.59643555
FDU04,OUT017,2105.04467773
FDU31,OUT019,589.07043457
FDW59,OUT027,2424.86669922
NCO29,OUT046,2651.58984375
FDL15,OUT035,2557.78735352
FDI41,OUT049,2451.62719727
FDQ48,OUT049,1666.89001465
DRI39,OUT013,1001.77996826
FDI08,OUT013,4127.07421875
FDC21,OUT049,1870.22558594
FDF58,OUT035,1094.4453125
FDS08,OUT010,240.72517395
FDE47,OUT045,2053.66748047
NCP18,OUT019,407.822784424
NCR41,OUT013,1516.42834473
FDA27,OUT013,3893.92236328
FDA43,OUT035,3187.53564453
FDA49,OUT045,1344.35754395
NCE55,OUT018,2631.6862793
DRM49,OUT027,1149.81652832
FDF22,OUT027,5503.09375
FDQ15,OUT018,1093.62121582
NCS54,OUT017,2972.61499023
NCY05,OUT013,644.757568359
FDR45,OUT046,3968.82568359
FDK57,OUT049,2037.89343262
FDF41,OUT010,685.733032227
FDV21,OUT046,2060.58105469
FDD51,OUT046,763.031616211
FDF33,OUT046,1841.10717773
FDA38,OUT046,3551.64282227
FDR56,OUT045,3094.59350586
NCN41,OUT017,2110.58544922
FDC60,OUT027,2364.50537109
FDB47,OUT045,3431.453125
DRH01,OUT013,2884.84936523
FDW08,OUT046,1652.48327637
FDF38,OUT027,960.398071289
FDY32,OUT017,2669.02758789
FDG34,OUT049,1668.51574707
FDG47,OUT019,806.676757812
NCF18,OUT035,3148.38037109
FDL39,OUT019,457.896881104
NCH55,OUT035,2177.62597656
DRJ35,OUT049,960.925170898
FDS44,OUT035,3985.56005859
DRE01,OUT018,3504.68212891
FDY39,OUT013,3353.72485352
FDY32,OUT018,2319.54614258
FDR33,OUT027,3009.89868164
NCP50,OUT049,1298.87133789
FDZ47,OUT018,1286.94091797
FDU57,OUT049,2485.68823242
FDY44,OUT013,3203.64526367
DRH59,OUT018,962.456542969
FDB03,OUT027,5994.24902344
FDY46,OUT045,2954.23046875
FDM39,OUT045,2778.98266602
FDY36,OUT035,1203.39440918
NCM55,OUT035,3231.89916992
FDJ50,OUT010,172.386001587
DRL60,OUT013,2506.89868164
NCJ54,OUT049,3862.04711914
FDX59,OUT017,681.317199707
FDI07,OUT013,3284.88330078
DRF51,OUT010,51.5644950867
FDM14,OUT017,1767.55529785
FDP21,OUT045,3100.08178711
FDE40,OUT035,1098.69677734
FDE05,OUT035,2545.12036133
FDM13,OUT027,3239.58911133
FDC34,OUT027,3830.59765625
NCI55,OUT018,1786.6015625
NCE43,OUT018,2427.98779297
FDW58,OUT018,1485.82666016
FDG60,OUT045,3532.19018555
FDV31,OUT017,2895.03515625
FDR47,OUT013,3106.53686523
FDM60,OUT019,114.835502625
NCF06,OUT018,3445.90869141
NCN26,OUT027,2915.85498047
FDQ59,OUT049,1376.1048584
FDF09,OUT046,638.078857422
NCS06,OUT017,4101.1484375
FDT44,OUT046,1900.30407715
FDI19,OUT017,4005.15307617
FDT22,OUT017,1014.7588501
NCF54,OUT027,4620.62353516
DRG25,OUT045,3160.69750977
FDB59,OUT017,3203.96801758
FDQ37,OUT017,3340.54150391
FDP56,OUT035,823.345397949
FDW44,OUT035,2951.72607422
FDJ26,OUT010,530.168273926
FDU43,OUT018,3453.49853516
FDW33,OUT045,1613.52746582
NCX53,OUT027,3381.43286133
FDN56,OUT010,351.422210693
DRF15,OUT049,2471.94458008
FDO33,OUT017,1963.36755371
FDZ39,OUT010,269.388336182
