Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK17,OUT010,-1201.51474346
FDF39,OUT035,4208.76038852
FDU45,OUT010,-52.4241678084
NCJ18,OUT018,1592.19142569
DRC27,OUT019,1946.44230435
DRC25,OUT035,1436.14471774
FDU59,OUT035,2611.27635575
FDU28,OUT035,3094.44336585
NCP30,OUT046,714.642906564
FDB39,OUT018,619.402257203
FDE41,OUT013,1449.09416235
DRH11,OUT010,-960.792305961
FDA58,OUT045,3781.42891459
FDU50,OUT046,1909.50717971
FDM34,OUT013,2092.5981801
FDM44,OUT027,3109.07217278
FDR39,OUT045,2969.57914968
FDM25,OUT045,2881.40284078
FDQ49,OUT049,2579.28606138
DRH25,OUT018,599.177295643
FDM09,OUT027,4194.90362316
FDL44,OUT019,673.300419398
NCR42,OUT018,265.309886273
DRL59,OUT046,919.574444363
FDX43,OUT013,2722.13226932
DRK47,OUT010,1690.17808104
FDU48,OUT018,1835.474814
FDY12,OUT045,928.439013782
NCN43,OUT018,1692.0054157
NCM55,OUT018,2650.00091111
FDQ21,OUT027,3412.15583792
FDX13,OUT035,4036.63213189
NCK30,OUT027,5414.94523738
FDG20,OUT049,2901.16668882
DRG27,OUT017,718.01039904
FDY14,OUT018,3875.15123725
FDP59,OUT035,1752.65382567
FDU60,OUT017,2791.92943371
NCC18,OUT019,795.032202531
DRJ39,OUT017,3492.16230234
FDS07,OUT049,1896.29836685
FDM08,OUT027,5024.54876776
FDP51,OUT045,2021.80798136
FDU16,OUT035,1419.27730965
FDH12,OUT013,1731.16268259
DRE48,OUT010,1210.44680779
NCL42,OUT027,5274.58749474
FDR21,OUT045,2873.10865774
NCW29,OUT035,2157.62278865
FDO11,OUT013,4013.62316296
NCM31,OUT049,2299.72177491
FDV35,OUT019,556.081175619
FDF58,OUT017,1078.2042924
NCE43,OUT049,2712.71290121
FDA02,OUT035,2368.76733349
DRL37,OUT010,-1144.92705689
FDR24,OUT018,1245.9595419
FDW59,OUT049,1390.88866367
FDS22,OUT049,841.531285202
FDW24,OUT017,891.305886639
FDU24,OUT035,1625.27417301
FDA21,OUT027,4396.52012676
FDH58,OUT027,3314.4789404
FDW36,OUT018,1400.64332035
FDI45,OUT027,4215.86643848
FDU01,OUT018,2736.12918472
FDF35,OUT027,3193.6332793
FDU43,OUT019,1900.68641632
FDE24,OUT019,381.8624801
FDK50,OUT049,2657.68000733
FDG31,OUT045,1089.07523171
FDC60,OUT045,1551.15461431
FDL36,OUT013,1479.12331823
FDP21,OUT013,3063.78640514
FDW16,OUT045,1548.19314113
FDX02,OUT017,3594.14621857
FDQ58,OUT027,3891.96999002
FDT51,OUT046,1862.13274958
FDD59,OUT049,1372.17210136
NCM42,OUT018,1458.66254707
FDA57,OUT018,413.22121335
FDZ48,OUT035,1856.58852895
FDE46,OUT045,2480.72724991
NCZ30,OUT019,-7.28509697346
FDB56,OUT017,3116.01130467
FDA25,OUT027,3179.77439932
FDD20,OUT013,2050.2913273
FDL25,OUT013,1552.33387242
NCO18,OUT049,2836.13418714
FDJ45,OUT017,714.827352359
FDR12,OUT035,2803.76832974
NCF19,OUT010,-1123.38734811
FDK25,OUT046,2730.49326271
NCR17,OUT046,1872.94547922
FDC52,OUT046,2479.20969701
NCA54,OUT017,2918.75745314
FDR45,OUT010,1889.0847124
NCM19,OUT049,1866.51088764
FDF39,OUT027,5612.51725216
FDX23,OUT049,1604.49632563
FDD58,OUT027,3044.35157787
FDX28,OUT013,1628.67268954
NCD31,OUT013,2580.86269367
FDU57,OUT018,2170.51377722
FDI27,OUT046,824.44734014
NCM42,OUT046,1757.04535201
FDD32,OUT027,2826.73883169
FDI34,OUT013,3677.16388246
NCM29,OUT049,2123.81128787
FDG46,OUT018,1580.39102978
DRC01,OUT010,-1033.09067839
FDB15,OUT027,5568.0983142
NCA17,OUT027,3833.28191256
FDF10,OUT046,2446.14995565
FDR26,OUT027,4253.51663704
FDI02,OUT049,1907.27071377
NCM54,OUT010,129.651692175
FDF14,OUT013,2443.91137994
FDJ33,OUT010,90.1209305168
FDM20,OUT035,3963.54239931
FDC03,OUT027,4557.73512841
NCX05,OUT046,1914.19702724
NCM41,OUT027,2924.87565672
NCU29,OUT010,463.797818652
FDQ59,OUT017,1457.81134492
FDH46,OUT010,-215.839748963
FDH09,OUT013,917.76629555
NCD06,OUT045,811.67596401
FDC15,OUT035,2512.04557951
DRD37,OUT027,2194.86008481
FDT28,OUT027,3808.88963202
FDR28,OUT027,4070.96006586
FDT38,OUT017,1439.16307796
FDV34,OUT027,2704.18278554
FDY52,OUT035,1074.68300071
FDB34,OUT013,1411.23584358
DRL23,OUT018,1428.64063484
DRB24,OUT046,2498.18147927
FDJ50,OUT046,953.819526427
FDQ49,OUT035,2557.19525579
FDP20,OUT035,2078.41229275
FDV19,OUT027,4039.23793903
NCR54,OUT045,3142.18634128
FDO09,OUT010,2268.48788431
FDS57,OUT018,2012.70811315
FDN10,OUT049,1930.03514136
FDV23,OUT049,2055.91026899
FDY28,OUT049,3468.14049015
DRG51,OUT013,2579.15197239
FDD45,OUT019,-385.615192597
NCL18,OUT027,4476.13676005
NCM29,OUT013,2103.95933384
FDF17,OUT027,4538.29276714
FDE22,OUT017,2630.05911291
FDQ22,OUT017,702.540152016
FDS01,OUT013,2888.61538967
FDW35,OUT027,2149.44579745
FDJ33,OUT046,2072.13714012
NCF54,OUT035,2762.97591017
FDE09,OUT013,1811.66262117
NCE06,OUT045,2595.57687904
DRH49,OUT049,1360.20447075
FDY43,OUT045,2786.73050195
NCT05,OUT017,4081.9779886
FDZ34,OUT045,3091.37256173
FDL38,OUT017,1539.8544947
FDZ31,OUT017,3148.01788
FDR14,OUT035,959.382956203
NCN54,OUT049,1306.67257218
NCC42,OUT027,3668.18266061
FDK08,OUT017,1740.9255743
FDP59,OUT013,1761.11831687
FDV22,OUT035,2595.32788064
FDD33,OUT035,3785.74459959
DRE60,OUT027,5031.6073031
FDK52,OUT046,3622.43226705
FDA02,OUT017,2414.42366464
FDM56,OUT049,1833.73105888
FDE57,OUT035,2340.16428811
FDM32,OUT045,1518.07532589
NCQ30,OUT027,3362.11933742
FDQ27,OUT027,3164.00525885
FDT60,OUT027,3436.69755938
FDU43,OUT049,3912.67055336
NCO55,OUT035,1772.43613651
FDG02,OUT045,3095.34428848
FDJ28,OUT013,3032.05325356
FDP40,OUT045,1875.88762115
FDJ38,OUT045,3131.51460316
NCC54,OUT017,3883.01304384
NCZ41,OUT046,2052.16693598
FDK38,OUT019,463.15647674
FDU52,OUT013,2478.0107664
FDC40,OUT046,1303.70143547
NCR30,OUT017,1256.13951846
NCN18,OUT017,1834.74251771
FDB50,OUT035,1352.42678073
FDG04,OUT013,2991.29198377
FDR26,OUT035,2849.7597734
NCT17,OUT018,2716.68021574
FDX35,OUT027,5064.43082355
FDS12,OUT046,2081.20032872
NCZ29,OUT027,3452.65724203
FDB38,OUT010,734.872920384
FDP12,OUT013,692.166749538
FDP22,OUT046,942.92042548
FDS26,OUT018,3825.8232373
FDR52,OUT046,3116.73762033
DRJ13,OUT046,2607.57055096
FDU48,OUT027,3529.35952538
FDE29,OUT035,1044.4562839
NCT29,OUT049,1997.5720114
DRK37,OUT018,2718.89332633
FDK55,OUT046,1462.81975764
FDR07,OUT046,1623.19029644
FDO21,OUT027,5031.7167876
FDK46,OUT049,4159.30994548
FDB12,OUT045,1774.7619194
FDT31,OUT027,4462.46251549
FDJ33,OUT045,2082.73094262
FDC26,OUT027,3220.98685927
NCQ02,OUT045,3013.15341487
FDP08,OUT010,1242.926306
FDB11,OUT027,5010.8342804
FDV55,OUT013,2378.28011962
FDW20,OUT049,2023.91846898
NCJ18,OUT019,-11.0766436397
FDC41,OUT018,951.085470164
FDE14,OUT027,3130.66008557
FDG35,OUT013,2847.68338289
FDF45,OUT035,1073.83983895
FDS19,OUT027,2768.17390756
FDS58,OUT019,652.793449927
FDA26,OUT017,3566.35708255
FDM32,OUT049,1499.52763306
FDL45,OUT046,2067.11329727
FDZ55,OUT049,2615.07044298
FDY37,OUT049,2365.46130001
FDO46,OUT046,3109.02962164
FDQ60,OUT046,1999.16618805
FDA19,OUT018,1837.81333899
FDL15,OUT046,2500.08804866
FDM10,OUT018,3100.64613706
NCL05,OUT017,783.806781678
DRK49,OUT010,-1183.46076837
NCE18,OUT027,5383.19302467
FDG40,OUT049,627.831130013
DRI59,OUT045,3562.2331791
FDK28,OUT035,4089.52281533
NCD06,OUT019,-1167.49433885
FDO11,OUT019,2071.29609704
FDK27,OUT046,1957.57692662
FDT43,OUT027,2303.93127851
FDD38,OUT018,1434.07267293
FDA16,OUT049,3513.80184799
FDL14,OUT027,3948.95052865
NCM17,OUT049,783.939404878
FDD20,OUT045,2063.7884156
FDA40,OUT045,1513.83683384
FDL43,OUT045,1317.32672077
FDV15,OUT045,1704.86761715
FDE52,OUT046,1509.15464077
NCL17,OUT010,400.02306742
NCJ31,OUT045,3833.07008134
FDR60,OUT045,1328.29976824
NCA18,OUT035,1888.79063426
FDS21,OUT027,2518.98707628
FDW09,OUT035,1371.30476949
FDL26,OUT035,2534.44686241
FDS47,OUT018,1171.4728141
FDC39,OUT046,3287.62496411
FDT51,OUT035,1881.89317076
FDK40,OUT035,4195.96435046
NCG19,OUT045,3755.20984427
FDZ07,OUT046,1131.90068688
FDF08,OUT027,2945.43451229
FDO04,OUT013,924.44632921
FDK41,OUT018,1071.60232917
FDP15,OUT049,4080.29564163
NCD43,OUT018,1390.65679657
NCP18,OUT013,2367.92507022
FDZ51,OUT046,1590.5661684
DRH13,OUT035,1798.26478876
FDF38,OUT045,790.529107295
NCI43,OUT045,852.073685251
FDM38,OUT027,2398.45769255
FDS03,OUT013,1081.17514399
DRJ47,OUT017,2787.19259927
FDT50,OUT010,-304.928674095
FDV02,OUT046,2761.06458342
NCG18,OUT017,1712.38714318
FDW52,OUT046,2691.53588655
FDS40,OUT035,663.001827332
FDN31,OUT017,3119.75106175
FDA37,OUT045,2081.62619542
FDA15,OUT046,3964.62120536
FDL39,OUT046,2935.35028338
FDJ53,OUT045,1996.16882272
FDX22,OUT013,3390.62734772
NCZ42,OUT045,3799.91221952
FDD56,OUT027,4304.61934723
FDD40,OUT017,3148.98637993
FDS50,OUT013,3485.053514
NCN14,OUT013,2945.49732995
FDT15,OUT013,2966.54148666
NCS18,OUT027,3153.53540757
NCO26,OUT010,-76.0485866538
FDF58,OUT018,740.863703595
NCB19,OUT013,1396.17850807
FDH26,OUT017,2373.8302308
DRB24,OUT027,3871.89364698
FDA49,OUT018,1147.64887245
FDB32,OUT045,1623.8448014
FDI36,OUT017,3220.86602763
NCA17,OUT010,488.448404598
FDH22,OUT013,2020.80998337
NCM26,OUT018,2171.98634095
FDT15,OUT027,4386.73641764
FDB16,OUT018,1115.28910716
NCP54,OUT027,3393.29124551
FDJ36,OUT013,1706.78558148
FDO28,OUT045,1959.68316223
FDU09,OUT013,958.136687974
FDF29,OUT017,2154.44570456
FDY08,OUT013,2329.16254689
DRJ59,OUT018,360.321340312
FDT23,OUT027,2769.03865195
FDU15,OUT018,413.83504499
FDT47,OUT013,1619.42910961
FDI53,OUT019,699.976276479
FDR59,OUT018,3908.19533607
FDD53,OUT035,732.018303111
FDY51,OUT017,3540.77673472
FDT04,OUT049,684.796039211
FDU51,OUT049,2897.413134
FDG14,OUT035,2531.39554396
NCU06,OUT045,3680.73021645
DRG25,OUT046,2992.72163923
DRH49,OUT035,1414.37775071
FDN15,OUT035,2276.21633371
FDL43,OUT018,970.996275514
NCT18,OUT049,2920.84243871
NCB31,OUT013,4112.11522754
FDK57,OUT035,1965.83364609
FDY04,OUT019,702.772027097
NCP54,OUT046,1969.7739607
FDF41,OUT013,3866.73097253
FDM01,OUT045,1741.1123713
FDW03,OUT045,1770.31447501
FDF28,OUT045,2049.49395546
FDY37,OUT017,2389.02682557
FDQ03,OUT017,3852.85478497
FDP51,OUT027,3402.04685558
FDJ40,OUT017,1876.56726448
FDC32,OUT049,1585.80132648
DRI49,OUT027,2763.91815901
NCW54,OUT017,956.79304762
FDF09,OUT017,733.501434209
FDP45,OUT018,3726.47213006
DRJ23,OUT018,2698.56839767
FDS59,OUT017,1889.13757356
FDY08,OUT046,2328.95301287
FDX16,OUT049,2394.17619099
FDY16,OUT018,2690.65498049
FDK32,OUT035,2559.58234657
FDQ22,OUT013,687.138050794
NCC31,OUT018,2188.9868907
FDG58,OUT049,2536.4137336
DRF48,OUT013,3015.05170986
DRH36,OUT049,1244.68327886
NCR30,OUT035,1266.51394404
FDB03,OUT019,1924.54811496
FDZ28,OUT027,3488.92865268
FDR35,OUT017,3207.6178552
DRD15,OUT027,5091.90917806
FDJ33,OUT019,109.786279403
FDA56,OUT010,61.6946735436
FDP56,OUT046,872.017919673
NCT30,OUT046,824.885562595
FDK15,OUT017,1679.44315224
FDH44,OUT018,2140.27583185
FDV01,OUT013,2540.23755484
DRG03,OUT017,2469.56833662
FDG50,OUT027,2908.1476074
FDR16,OUT010,1537.42145446
FDZ60,OUT046,1778.16517724
DRG03,OUT045,2486.34024261
FDS56,OUT018,3960.63813527
FDU33,OUT045,850.916334175
DRD27,OUT035,1632.38558153
FDW22,OUT046,3610.58407185
DRA24,OUT045,2689.36031249
FDF38,OUT049,767.312184744
FDX48,OUT013,2517.09539879
FDS58,OUT018,2327.65637508
FDC32,OUT046,1573.52188799
NCQ29,OUT045,4180.7870061
DRK39,OUT018,1068.50477662
NCS38,OUT017,1873.03712832
DRO47,OUT013,1817.75442863
DRG27,OUT027,2129.02886843
FDC57,OUT027,4543.09807876
FDS55,OUT046,2409.64694632
NCJ06,OUT018,1628.58302445
FDO01,OUT019,194.460894411
NCM55,OUT045,2999.44417618
FDC52,OUT049,2489.9327256
FDQ15,OUT045,1395.75613772
NCT30,OUT027,2211.04900959
NCR42,OUT027,1974.75869674
FDD28,OUT035,1002.73385963
FDQ34,OUT049,1729.93887766
FDZ12,OUT027,3715.01121804
DRE13,OUT019,-525.161467268
NCN07,OUT019,207.253313596
FDM28,OUT035,2915.90935109
FDI10,OUT017,2828.0645581
FDQ25,OUT013,2784.78206252
FDA38,OUT010,1898.69196821
DRI13,OUT049,3473.04611618
FDY20,OUT027,2966.38986205
NCZ53,OUT035,3025.31056231
NCM31,OUT013,2310.99801907
DRB01,OUT017,3059.69412163
DRF37,OUT046,4177.61707782
NCF42,OUT049,2838.341534
FDF16,OUT018,2091.35943043
FDB41,OUT013,849.981669148
FDR34,OUT013,3652.69247132
FDR15,OUT018,2247.87075774
NCV42,OUT019,-147.207621034
FDW51,OUT035,3451.53697304
FDU36,OUT017,1631.05085942
FDX60,OUT049,1363.66093089
FDY03,OUT035,1911.79749976
FDW55,OUT045,4038.45120138
FDT01,OUT010,1538.65853014
FDG58,OUT013,2521.2310093
FDK21,OUT017,4000.1991844
NCS41,OUT019,975.802857644
FDS10,OUT045,2936.76785566
NCT53,OUT046,2664.57150062
FDJ28,OUT018,2742.79937407
FDX44,OUT045,1498.30277838
FDT20,OUT018,409.726775256
FDO44,OUT017,1857.19247469
NCX17,OUT049,3760.50787597
FDY01,OUT017,1991.95301158
FDJ12,OUT027,4794.5812172
DRK35,OUT018,355.706927793
FDD47,OUT019,798.648733233
NCM53,OUT035,1766.05121207
FDO45,OUT013,1473.9434313
NCM42,OUT010,-158.045231506
FDE04,OUT046,2926.04169475
NCI30,OUT027,5329.75715719
FDZ19,OUT013,2819.07156214
FDW57,OUT013,2875.83296763
FDA25,OUT013,1725.33845034
FDT22,OUT046,1016.58316897
FDP51,OUT013,1964.7314156
FDD48,OUT027,3300.72665152
FDY39,OUT035,2995.46002977
FDO48,OUT010,1657.88661492
FDD23,OUT027,4422.06773455
DRN35,OUT027,2068.25742547
FDT01,OUT035,3503.0813231
FDC20,OUT010,-959.321932982
DRJ35,OUT035,1079.34789715
FDB32,OUT046,1585.23562054
FDL24,OUT046,2834.50283822
NCV42,OUT035,1839.57289059
FDZ46,OUT046,1797.49042596
FDC15,OUT013,2475.37418334
FDD08,OUT019,-1247.80311886
FDY50,OUT049,1461.35801817
FDD36,OUT013,1927.56532646
FDG57,OUT027,2281.45035329
FDL21,OUT018,460.766179104
FDN16,OUT027,3111.68746404
FDJ09,OUT027,2203.45463355
FDS01,OUT010,973.315272146
FDV33,OUT017,4208.57492275
DRE12,OUT017,1894.04973473
FDR07,OUT013,1615.61778091
FDP48,OUT010,1064.5760875
NCB55,OUT035,990.108615842
FDQ08,OUT013,1070.47332676
FDR34,OUT035,3745.39462422
FDO33,OUT046,1845.69005036
FDP13,OUT045,764.064635769
FDX12,OUT049,3926.17086069
NCT06,OUT049,2670.41525958
FDR16,OUT019,1491.71758716
FDE36,OUT046,2706.83882013
FDZ36,OUT049,3020.19700189
FDV13,OUT045,1536.41723909
NCZ17,OUT035,675.956713828
FDU56,OUT045,2992.14357684
FDM09,OUT035,2809.82367843
FDV02,OUT017,2772.00698893
FDS34,OUT018,1581.94918253
FDA11,OUT049,1586.00908856
FDP09,OUT017,3415.92318671
FDB29,OUT027,3305.56772031
FDT19,OUT017,2875.41472146
DRH15,OUT017,783.813532091
FDY38,OUT046,3756.74332487
FDF14,OUT027,3875.00118029
FDN48,OUT010,-385.110101575
FDQ12,OUT013,3664.24687682
NCJ43,OUT045,2775.46306992
FDE17,OUT019,538.384216839
FDB05,OUT035,3974.4723263
FDH10,OUT045,3110.04001129
NCR06,OUT017,731.099510023
FDU32,OUT018,1701.68682698
FDD56,OUT049,2873.1481721
FDO36,OUT018,2609.71929654
FDH16,OUT010,-421.758212445
FDX10,OUT018,377.513941009
FDZ37,OUT017,1546.8485155
FDU31,OUT010,1621.28351544
DRC49,OUT049,2308.84553979
FDL15,OUT045,2482.66647279
FDN32,OUT019,1059.76004881
DRH59,OUT027,2647.41086407
NCU29,OUT049,2397.3934803
FDR37,OUT019,1036.27385511
FDS14,OUT018,2203.22526175
FDU02,OUT027,5007.81139678
FDJ08,OUT035,3139.89763228
NCZ06,OUT045,4036.9531859
FDO31,OUT049,1436.76517871
FDH31,OUT018,1399.59645894
FDS58,OUT017,2644.76363507
NCA53,OUT027,2254.74353242
FDF50,OUT046,3194.17311466
NCW42,OUT049,3546.2331493
NCQ17,OUT045,2537.51890318
FDK51,OUT018,3872.89421842
NCW41,OUT010,609.800426233
NCR29,OUT017,973.744937999
FDB08,OUT019,635.238621851
FDA40,OUT027,2861.39109997
FDL14,OUT018,2297.08888482
FDB47,OUT046,3326.67375351
FDO03,OUT035,3705.52433928
DRK13,OUT019,1212.41689303
FDX13,OUT010,2045.75037047
FDF52,OUT046,2936.66899817
FDT11,OUT013,3045.9589525
FDB08,OUT013,2593.12978686
FDQ28,OUT018,2237.71442398
FDD29,OUT045,4030.01383767
NCQ29,OUT027,5567.25151996
NCO02,OUT013,1088.37589814
FDR56,OUT010,1280.00475235
NCM54,OUT049,2030.56274573
FDP51,OUT035,1970.27461358
FDT38,OUT013,1370.84303982
FDZ20,OUT018,3755.56446117
FDJ53,OUT013,1940.64866687
FDX13,OUT049,3999.57936093
FDP58,OUT035,3542.67379512
NCK31,OUT019,-1055.50596144
FDA35,OUT018,1742.46757895
FDV37,OUT018,2936.63359277
NCO07,OUT027,4818.62993203
FDA20,OUT045,3049.78301153
FDZ59,OUT035,2772.91790933
NCY17,OUT017,818.336135113
FDQ28,OUT035,2526.28586182
FDV35,OUT017,2526.26162203
FDQ36,OUT013,662.27178872
FDD34,OUT018,2322.48730863
FDK51,OUT045,4211.44261412
FDV31,OUT035,2872.8217316
FDR04,OUT035,1593.89870909
FDR14,OUT049,944.119923976
DRC36,OUT010,917.127026786
FDE39,OUT019,-9.29868868744
FDP57,OUT049,1728.36539466
FDE57,OUT046,2323.51668675
NCN18,OUT046,1809.79242302
NCQ05,OUT018,2119.8741604
FDW47,OUT035,1978.9428658
FDV46,OUT035,2257.64115985
NCP29,OUT045,1084.39613841
FDE09,OUT018,1531.74720114
NCU06,OUT027,5048.51781139
FDT19,OUT010,933.817633348
DRF15,OUT017,2465.99099685
DRI51,OUT013,2701.67092373
NCX54,OUT013,1673.20289002
DRE01,OUT013,3832.20131776
NCB07,OUT045,3128.59289979
FDU50,OUT035,1904.36504234
FDG40,OUT035,633.755702785
FDW10,OUT018,2519.21418804
FDX51,OUT013,3135.02989694
NCP17,OUT045,1090.6540444
FDP21,OUT035,3073.99883284
FDL04,OUT045,1736.74299237
FDV23,OUT013,1989.36601769
FDF24,OUT046,1402.6020141
FDH56,OUT027,3333.31638107
FDB51,OUT049,1037.67926378
FDI58,OUT027,3013.59193862
FDR20,OUT013,873.75800686
FDC51,OUT018,1715.45750598
FDB16,OUT027,2812.28663836
FDE40,OUT049,1062.551652
NCM17,OUT035,791.420387559
FDU56,OUT035,3024.65634416
FDS32,OUT019,398.944750172
FDX02,OUT049,3572.13710292
FDT39,OUT027,3910.26634004
FDE35,OUT017,1044.95823416
NCI42,OUT019,1385.68869566
DRL23,OUT046,1745.70035868
FDA10,OUT046,2001.45084285
FDA11,OUT013,1561.4879048
NCM06,OUT046,2483.6858345
NCT05,OUT035,4120.36779254
NCQ02,OUT010,1039.22032168
NCY06,OUT049,2099.14003293
FDY56,OUT035,3677.69063214
FDL02,OUT035,1799.29965073
NCI06,OUT035,2865.09554426
FDQ14,OUT045,2420.29177887
FDQ12,OUT017,3671.8669285
FDP36,OUT046,894.585545936
FDK21,OUT027,5397.20996461
FDO40,OUT045,2399.13947427
NCK54,OUT019,-57.7575442714
FDY09,OUT018,2536.58532103
NCW30,OUT049,4136.56836079
NCC55,OUT027,2035.6088565
FDE58,OUT018,1611.05188896
FDR39,OUT013,2945.18719201
FDU28,OUT049,3044.93931562
FDH08,OUT017,3694.23344821
FDG35,OUT045,2879.8573901
FDG22,OUT049,691.854520915
FDC34,OUT035,2592.91450559
FDP15,OUT018,3752.5128892
FDK34,OUT010,1889.98764726
FDU45,OUT035,1954.0216927
FDQ04,OUT027,2102.19842015
FDX22,OUT018,3088.92218896
FDB45,OUT017,1760.45918846
NCH43,OUT027,4849.80270589
DRE60,OUT046,3589.41309938
FDD17,OUT027,5159.31857194
NCM54,OUT017,2077.47441992
NCH55,OUT013,2034.39300993
NCT06,OUT017,2667.52181669
FDA48,OUT027,4941.33402025
FDY58,OUT027,5046.45079438
FDO25,OUT045,3414.30992611
FDN50,OUT045,1644.14774
FDH35,OUT035,2679.97403056
FDK09,OUT045,3647.51870181
FDO16,OUT013,1344.05058861
FDW11,OUT045,1099.05185754
FDU47,OUT027,3718.95672624
NCQ42,OUT010,144.044559043
FDK55,OUT027,2881.66781272
FDN08,OUT049,1979.32290659
FDT57,OUT045,3807.66705583
FDJ12,OUT018,3054.00420854
DRL59,OUT017,932.073259782
NCN53,OUT046,643.303955486
FDO51,OUT010,-1114.25247925
FDK56,OUT017,3078.03839617
FDY12,OUT035,965.621010824
FDU15,OUT035,717.970581918
FDQ19,OUT046,3945.25827798
DRF15,OUT045,2484.31931275
DRE25,OUT019,-430.579947555
FDK57,OUT018,1638.35196053
FDD33,OUT010,1796.41924808
FDR34,OUT027,5093.12073112
FDU04,OUT045,1983.8358193
FDE35,OUT019,-883.199144706
NCD31,OUT035,2622.20331956
FDJ56,OUT035,1696.57099523
NCU53,OUT046,2658.85004127
FDD39,OUT035,3435.66786792
NCU17,OUT019,-251.639913761
FDJ20,OUT046,2085.53945522
NCW41,OUT018,2228.06461472
FDL52,OUT035,733.554091604
FDS39,OUT035,2309.89956528
DRJ47,OUT045,2814.85937462
FDP13,OUT010,-1152.28129079
DRK39,OUT010,-577.774790236
FDF28,OUT010,158.050587453
FDB09,OUT045,2088.9962093
FDM51,OUT046,1694.26461519
DRM49,OUT018,525.11436566
DRF23,OUT013,2813.87922608
DRH01,OUT035,2799.49003557
FDH12,OUT027,3160.69607302
FDA28,OUT019,109.783865895
FDW37,OUT018,1210.28395265
FDF02,OUT046,1733.13505207
DRL37,OUT046,773.276346439
NCF43,OUT046,2278.10067157
FDH08,OUT010,1741.74149073
FDR34,OUT019,1747.71924323
NCK19,OUT049,3138.11310487
NCD55,OUT018,425.637436692
FDT27,OUT049,3781.08932407
FDQ57,OUT045,2394.09184086
FDA47,OUT035,2679.64446068
DRG15,OUT027,2451.42327783
FDE05,OUT018,2080.75987001
FDN46,OUT046,1703.96003555
FDX27,OUT027,2954.2816869
FDT51,OUT045,1866.50091245
FDU33,OUT013,809.403867506
FDJ16,OUT027,2408.36140026
FDD20,OUT019,70.6104235651
FDT36,OUT049,623.934405138
DRF15,OUT027,3842.76844824
FDN52,OUT010,-435.621445828
FDC22,OUT027,4510.28233572
FDX15,OUT045,2608.47933126
FDT13,OUT013,3005.08389511
FDU04,OUT017,1993.52288177
FDU31,OUT019,1570.91041841
FDW59,OUT027,2823.91624871
NCO29,OUT046,2668.52008334
FDL15,OUT035,2484.05104193
FDI41,OUT049,2397.68855598
FDQ48,OUT049,1680.52939372
DRI39,OUT013,916.225664207
FDI08,OUT013,4047.55781219
FDC21,OUT049,1883.4955418
FDF58,OUT035,1082.35307834
FDS08,OUT010,960.726027518
FDE47,OUT045,2023.55428753
NCP18,OUT019,486.297990761
NCR41,OUT013,1581.10056723
FDA27,OUT013,4049.56160936
FDA43,OUT035,3160.02023102
FDA49,OUT045,1475.30239879
NCE55,OUT018,2533.70374684
DRM49,OUT027,2247.0144554
FDF22,OUT027,4827.11705589
FDQ15,OUT018,1080.55389065
NCS54,OUT017,2818.80663706
NCY05,OUT013,640.054299106
FDR45,OUT046,3827.52144454
FDK57,OUT049,1989.4808616
FDF41,OUT010,2018.35648109
FDV21,OUT046,2054.06608271
FDD51,OUT046,779.933798166
FDF33,OUT046,1857.91101154
FDA38,OUT046,3787.32358326
FDR56,OUT045,3224.36605727
NCN41,OUT017,2012.93044335
FDC60,OUT027,2901.82170025
FDB47,OUT045,3343.49319565
DRH01,OUT013,2804.84170695
FDW08,OUT046,1759.09937255
FDF38,OUT027,2161.42952206
FDY32,OUT017,2681.33568757
FDG34,OUT049,1847.48005824
FDG47,OUT019,2203.24892655
NCF18,OUT035,3044.86460187
FDL39,OUT019,976.112242479
NCH55,OUT035,2049.27466737
DRJ35,OUT049,1048.52076583
FDS44,OUT035,3898.9038951
DRE01,OUT018,3535.16538872
FDY39,OUT013,2982.13478225
FDY32,OUT018,2329.98740958
FDR33,OUT027,3223.0709766
NCP50,OUT049,1365.12109882
FDZ47,OUT018,1360.39434691
FDU57,OUT049,2512.30421883
FDY44,OUT013,3167.6255611
DRH59,OUT018,933.292823869
FDB03,OUT027,5251.27268395
FDY46,OUT045,3016.96026873
FDM39,OUT045,2843.14631879
FDY36,OUT035,1276.55663363
NCM55,OUT035,2980.59541649
FDJ50,OUT010,-998.624894905
DRL60,OUT013,2420.57246671
NCJ54,OUT049,3694.73086049
FDX59,OUT017,645.145733361
FDI07,OUT013,3211.66776353
DRF51,OUT010,-1242.25088432
FDM14,OUT017,1845.30615373
FDP21,OUT045,3072.61426371
FDE40,OUT035,1110.49929232
FDE05,OUT035,2428.47488439
FDM13,OUT027,3560.77045104
FDC34,OUT027,3974.8816305
NCI55,OUT018,1674.48453778
NCE43,OUT018,2389.59937851
FDW58,OUT018,1451.84379811
FDG60,OUT045,3760.73966035
FDV31,OUT017,2890.46268439
FDR47,OUT013,3098.13330571
FDM60,OUT019,-1192.01690745
NCF06,OUT018,3784.03203363
NCN26,OUT027,3293.14833598
FDQ59,OUT049,1476.26888691
FDF09,OUT046,694.543650335
NCS06,OUT017,4216.47978871
FDT44,OUT046,1962.3762283
FDI19,OUT017,3920.47352951
FDT22,OUT017,1050.87172312
NCF54,OUT027,4130.93534589
DRG25,OUT045,3000.20262191
FDB59,OUT017,3190.30899138
FDQ37,OUT017,3149.26252451
